pet_id,birth_day,age,gender,country,registration_date,housing_type,outdoor_space,family_type,hours_available,weekend_time,experience_level,training_ability,activity_level,noise_tolerance,budget_level,maintenance_tolerance,size_preference,grooming_tolerance,energy_preference,affection_preference,animal_type,breed
PET_025529,2018-09-02,8,Female,United Kingdom,2019-02-23,apartment,balcony,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025542,2015-02-14,11,Male,United Arab Emirates,2015-06-22,house,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025646,2020-09-29,6,Male,United States,2021-08-09,apartment,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026365,2023-10-11,3,Male,Australia,2024-02-17,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026319,2014-04-10,12,Male,United Kingdom,2015-01-16,apartment,balcony,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025213,2024-08-10,2,Female,Japan,2025-05-02,apartment,balcony,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025531,2015-10-23,11,Male,Australia,2016-04-14,house,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026089,2016-07-15,10,Male,Saudi Arabia,2017-03-01,house,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025464,2025-04-02,1,Male,United Arab Emirates,2025-11-19,apartment,none,alone,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025466,2023-11-21,3,Female,Saudi Arabia,2024-06-11,apartment,none,family_with_children,high,high,intermediate,high,medium,medium,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025786,2016-04-16,10,Female,Saudi Arabia,2017-02-03,apartment,balcony,family_with_children,high,high,intermediate,high,high,low,low,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025488,2018-12-08,8,Male,United States,2019-04-29,apartment,none,couple,high,high,intermediate,high,medium,low,high,high,large,medium,medium,very_affectionate,cat,Maine Coon
PET_026379,2017-08-13,9,Female,United Kingdom,2017-12-23,apartment,none,alone,medium,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025825,2018-02-11,8,Male,Japan,2018-06-06,house,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,low,very_affectionate,cat,Maine Coon
PET_025734,2012-03-04,14,Female,Canada,2012-09-11,apartment,none,family_with_children,high,high,intermediate,high,medium,high,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025414,2021-08-27,5,Male,United States,2022-02-08,house,garden,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025235,2015-10-08,11,Female,Japan,2016-09-10,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025877,2012-12-18,14,Female,United States,2013-05-28,farm,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,low,medium,very_affectionate,cat,Maine Coon
PET_026233,2016-09-27,10,Female,Canada,2017-06-07,apartment,balcony,couple,high,low,intermediate,high,medium,medium,high,low,large,high,medium,very_affectionate,cat,Maine Coon
PET_025725,2016-03-19,10,Female,Germany,2016-06-27,apartment,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026046,2025-01-07,1,Male,United States,2025-12-12,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026383,2012-04-08,14,Female,Germany,2012-07-07,apartment,garden,family_with_children,high,high,intermediate,high,low,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025898,2017-06-29,9,Male,Australia,2018-01-14,apartment,none,couple,high,high,intermediate,high,medium,low,high,medium,large,high,medium,very_affectionate,cat,Maine Coon
PET_025441,2025-03-02,1,Female,Germany,2026-02-27,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,independent,cat,Maine Coon
PET_026165,2017-06-25,9,Male,United States,2017-09-23,house,balcony,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026156,2019-06-10,7,Male,United Arab Emirates,2020-05-18,apartment,garden,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026272,2013-10-19,13,Female,United States,2014-01-09,house,balcony,couple,high,high,intermediate,high,low,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025243,2024-07-09,2,Female,Australia,2025-04-18,apartment,balcony,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025650,2022-02-14,4,Female,Germany,2022-12-12,apartment,garden,couple,low,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025880,2022-04-19,4,Male,United Kingdom,2022-12-12,house,balcony,family_with_children,high,high,intermediate,high,medium,low,medium,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025974,2022-11-19,4,Female,Canada,2023-04-24,house,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025832,2017-06-13,9,Female,United Arab Emirates,2018-01-26,apartment,none,family_with_children,medium,high,intermediate,high,medium,low,high,low,large,high,medium,very_affectionate,cat,Maine Coon
PET_025957,2014-03-04,12,Female,United Arab Emirates,2015-01-30,house,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026294,2024-05-02,2,Female,Canada,2024-06-11,house,balcony,alone,high,high,intermediate,high,medium,low,high,high,large,high,low,very_affectionate,cat,Maine Coon
PET_026344,2020-03-06,6,Male,United Kingdom,2021-01-07,house,balcony,family_with_children,high,high,intermediate,high,medium,low,medium,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026360,2013-12-13,13,Male,Japan,2014-03-19,apartment,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025662,2023-11-13,3,Female,Saudi Arabia,2024-10-13,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025513,2024-03-06,2,Female,Canada,2024-06-08,house,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025586,2023-01-14,3,Male,United Kingdom,2023-10-04,apartment,none,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025671,2019-10-08,7,Female,Germany,2020-07-18,apartment,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025358,2021-08-20,5,Female,Japan,2022-06-15,apartment,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025785,2024-11-11,2,Female,Canada,2025-07-26,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026174,2013-08-06,13,Male,Germany,2014-01-01,apartment,none,couple,high,high,intermediate,low,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025968,2012-04-16,14,Female,United Kingdom,2012-07-21,apartment,balcony,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026234,2015-08-09,11,Male,United Arab Emirates,2016-03-30,apartment,none,alone,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025611,2025-05-14,1,Female,United Kingdom,2025-12-28,apartment,none,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026305,2022-03-05,4,Female,Japan,2022-09-14,apartment,balcony,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025626,2025-12-30,1,Female,Saudi Arabia,2026-05-08,house,balcony,family_with_children,high,high,intermediate,low,medium,low,high,high,large,high,low,very_affectionate,cat,Maine Coon
PET_025454,2014-01-07,12,Male,United Kingdom,2014-08-30,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026106,2013-12-10,13,Male,Australia,2014-08-24,apartment,garden,family_with_children,high,high,intermediate,medium,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025259,2018-03-31,8,Male,Canada,2019-01-07,apartment,garden,alone,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025823,2023-04-24,3,Female,United Kingdom,2024-02-25,apartment,none,alone,high,low,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025566,2025-06-13,1,Female,Canada,2025-11-15,apartment,none,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026136,2025-11-20,1,Male,United States,2026-05-08,house,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,balanced,cat,Maine Coon
PET_026102,2013-04-09,13,Female,Germany,2014-02-11,house,balcony,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025688,2015-05-08,11,Female,Japan,2015-10-06,apartment,none,couple,high,high,intermediate,high,medium,low,high,high,medium,high,medium,very_affectionate,cat,Maine Coon
PET_025810,2023-02-06,3,Female,United Kingdom,2023-10-02,house,garden,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025453,2020-03-25,6,Male,United States,2020-10-27,apartment,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025754,2012-08-30,14,Female,Saudi Arabia,2013-08-06,apartment,balcony,family_with_children,high,low,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025444,2012-03-17,14,Female,Japan,2012-09-01,apartment,none,couple,high,high,intermediate,low,medium,high,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026180,2014-07-06,12,Female,Germany,2015-04-01,house,balcony,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026230,2014-12-03,12,Female,United States,2015-04-22,apartment,balcony,family_with_children,high,high,expert,high,medium,low,high,high,large,medium,medium,very_affectionate,cat,Maine Coon
PET_025498,2016-05-30,10,Male,Japan,2016-10-23,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026218,2020-06-03,6,Female,Australia,2021-03-05,apartment,none,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025383,2019-05-14,7,Male,United States,2019-10-27,apartment,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025541,2017-01-26,9,Female,Saudi Arabia,2017-06-10,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025596,2012-05-25,14,Male,United Kingdom,2012-10-02,apartment,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025756,2018-09-14,8,Female,Australia,2018-11-10,apartment,none,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026310,2024-11-13,2,Male,Saudi Arabia,2025-06-24,house,none,couple,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025918,2022-01-10,4,Male,Germany,2022-08-11,house,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025934,2024-03-07,2,Male,Canada,2025-01-22,apartment,balcony,family_with_children,high,medium,intermediate,high,medium,low,high,high,large,high,high,very_affectionate,cat,Maine Coon
PET_025424,2023-01-11,3,Male,Canada,2023-04-16,apartment,none,family_with_children,high,high,intermediate,low,medium,low,high,medium,large,high,medium,very_affectionate,cat,Maine Coon
PET_026216,2015-10-31,11,Male,Australia,2016-04-21,apartment,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,small,high,medium,very_affectionate,cat,Maine Coon
PET_026292,2017-09-05,9,Male,United States,2018-03-05,house,none,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_026249,2012-06-15,14,Male,United Kingdom,2013-04-13,apartment,none,family_with_children,high,high,intermediate,high,low,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_025537,2025-08-13,1,Female,Canada,2025-11-10,apartment,balcony,family_with_children,high,high,intermediate,high,medium,low,high,high,large,high,medium,very_affectionate,cat,Maine Coon
PET_087482,2018-11-29,8,Male,United States,2019-06-23,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086974,2013-10-06,13,Male,United States,2014-03-01,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086582,2018-09-20,8,Female,United Kingdom,2019-07-24,house,none,family_with_children,high,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087486,2014-07-01,12,Female,United Arab Emirates,2014-12-16,apartment,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087222,2020-02-08,6,Male,Saudi Arabia,2020-11-09,house,garden,alone,medium,medium,beginner,medium,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087523,2016-10-27,10,Female,United Arab Emirates,2017-03-21,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086932,2023-02-16,3,Female,United States,2023-03-19,house,none,family_with_children,high,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087444,2025-11-10,1,Male,United Kingdom,2026-03-08,apartment,none,family_with_children,high,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087422,2018-03-16,8,Male,United States,2018-06-13,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,large,low,medium,very_affectionate,rabbit,Mini Rex
PET_086671,2017-11-02,9,Female,United Arab Emirates,2018-03-17,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087537,2017-12-06,9,Female,Japan,2018-03-30,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086976,2020-08-06,6,Female,United Kingdom,2021-03-08,house,garden,family_with_children,medium,medium,beginner,high,low,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087107,2013-09-30,13,Female,Australia,2013-11-01,apartment,garden,family_with_children,high,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086743,2021-10-10,5,Female,Canada,2021-12-12,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087381,2021-04-23,5,Female,United Kingdom,2021-07-31,apartment,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086647,2023-09-14,3,Male,Germany,2024-07-05,house,garden,couple,medium,medium,beginner,high,medium,high,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086696,2021-07-07,5,Female,Germany,2021-12-11,house,balcony,family_with_children,medium,medium,beginner,high,medium,high,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087393,2025-05-21,1,Female,Australia,2025-07-28,house,balcony,couple,medium,medium,beginner,low,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086731,2023-01-16,3,Female,Germany,2023-09-24,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087275,2018-07-06,8,Male,Australia,2018-10-12,house,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086896,2022-05-03,4,Male,Canada,2022-09-08,house,none,couple,medium,medium,beginner,high,medium,high,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087350,2017-07-11,9,Male,Germany,2017-11-09,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086772,2013-12-30,13,Male,Saudi Arabia,2014-03-06,apartment,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086869,2016-01-20,10,Male,United Arab Emirates,2016-05-16,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086581,2013-09-18,13,Female,United States,2014-05-17,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086841,2012-10-25,14,Female,Saudi Arabia,2012-12-18,house,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086847,2017-07-15,9,Female,Canada,2018-02-10,house,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,medium,high,very_affectionate,rabbit,Mini Rex
PET_086975,2016-01-03,10,Male,Saudi Arabia,2016-02-18,farm,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086906,2018-01-06,8,Male,Canada,2018-10-20,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087193,2016-10-17,10,Female,United States,2017-10-15,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087327,2024-03-03,2,Male,Japan,2024-06-06,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,medium,low,medium,very_affectionate,rabbit,Mini Rex
PET_086561,2015-07-25,11,Female,United States,2016-06-09,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087427,2025-10-27,1,Female,United States,2026-02-18,house,balcony,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087005,2022-07-10,4,Female,Japan,2022-08-27,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087584,2018-11-27,8,Male,United States,2019-03-13,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086941,2013-10-23,13,Male,Canada,2014-07-16,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087595,2015-10-13,11,Male,Saudi Arabia,2015-12-31,house,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087045,2020-02-25,6,Male,Canada,2020-09-12,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087042,2023-06-21,3,Female,United States,2023-12-23,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,high,medium,low,medium,very_affectionate,rabbit,Mini Rex
PET_087205,2016-08-20,10,Male,United Arab Emirates,2017-08-06,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086479,2025-04-07,1,Male,Japan,2026-01-16,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087329,2014-07-13,12,Female,United Kingdom,2015-01-11,house,none,family_with_children,medium,medium,beginner,high,high,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086477,2012-09-07,14,Male,United Arab Emirates,2013-05-06,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,high,low,low,small,low,medium,balanced,rabbit,Mini Rex
PET_086481,2012-01-18,14,Male,Australia,2012-10-21,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086814,2012-10-16,14,Male,Saudi Arabia,2013-07-13,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087428,2024-06-26,2,Female,United Kingdom,2024-12-27,house,balcony,family_with_children,medium,medium,beginner,high,medium,high,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087541,2013-02-03,13,Female,United Kingdom,2013-09-29,apartment,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087047,2013-11-20,13,Male,United States,2014-07-16,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086749,2024-05-25,2,Male,United Kingdom,2025-01-26,house,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086845,2017-11-19,9,Female,United Kingdom,2018-02-11,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086697,2022-08-04,4,Male,Canada,2023-02-18,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086917,2013-03-20,13,Male,United Kingdom,2013-09-13,house,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086575,2019-10-01,7,Female,Japan,2020-09-29,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086560,2017-07-31,9,Female,United Arab Emirates,2018-07-15,house,balcony,couple,medium,medium,beginner,medium,medium,low,low,low,small,low,medium,independent,rabbit,Mini Rex
PET_087337,2022-05-30,4,Male,United Kingdom,2022-09-13,house,garden,alone,medium,medium,beginner,high,medium,low,medium,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086704,2022-11-14,4,Male,United Kingdom,2023-08-17,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087159,2017-07-15,9,Female,Australia,2018-02-12,house,balcony,alone,high,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086422,2013-04-18,13,Male,Canada,2014-03-25,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086965,2020-06-11,6,Female,United Kingdom,2020-10-10,apartment,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087514,2018-11-07,8,Male,United Kingdom,2019-08-17,house,balcony,family_with_children,medium,medium,beginner,high,medium,medium,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086515,2020-02-25,6,Female,Saudi Arabia,2020-04-01,house,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086777,2019-12-06,7,Female,United States,2020-07-19,apartment,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086754,2018-04-24,8,Female,Canada,2018-07-04,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087437,2017-05-03,9,Male,Australia,2017-11-21,house,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086669,2014-04-22,12,Female,United Kingdom,2014-11-16,house,balcony,alone,medium,medium,beginner,high,medium,low,low,low,small,low,low,very_affectionate,rabbit,Mini Rex
PET_087453,2018-11-11,8,Female,Germany,2018-12-21,apartment,balcony,alone,medium,medium,beginner,low,medium,low,low,low,small,low,high,very_affectionate,rabbit,Mini Rex
PET_086446,2023-10-11,3,Male,United Arab Emirates,2024-04-26,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086502,2019-10-23,7,Male,Japan,2020-08-21,house,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086403,2020-07-12,6,Female,Canada,2021-04-06,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086459,2015-06-09,11,Male,United Kingdom,2015-11-03,farm,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086496,2012-07-02,14,Male,Canada,2012-11-19,house,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086912,2022-02-23,4,Female,United Kingdom,2023-02-12,farm,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086681,2015-02-06,11,Female,United Kingdom,2015-11-12,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087385,2019-01-05,7,Male,Japan,2019-02-15,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087526,2019-04-01,7,Female,Germany,2020-01-01,house,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086682,2019-05-18,7,Female,United Arab Emirates,2019-09-04,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086637,2013-03-02,13,Female,Canada,2013-04-17,house,large_yard,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087463,2025-01-03,1,Female,Canada,2025-12-11,apartment,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,high,very_affectionate,rabbit,Mini Rex
PET_086552,2023-01-14,3,Male,Japan,2023-12-26,house,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086713,2015-02-15,11,Female,Canada,2015-04-09,house,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086493,2017-09-10,9,Female,Germany,2018-06-30,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087504,2012-11-11,14,Female,Germany,2013-08-06,apartment,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086858,2025-04-10,1,Male,Japan,2025-08-13,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
